,sentence,sentiment
26712,waaaah hayfever explosion today non stop sneezing with added bonus itchy and runny nose unimpressed,0
26713,ugh its raining and i wanted to go to laguna,0
26714,sitting in coffee shop getting caught up on everything i put on the back burner including time to just relax happy saturday to all,1
26715,has so much to do today but i am laying in bed watching e,0
26716,this is weird my dad is still really hyper and in a very good mood lmao,1
26717,  what s inside mikutell pdf it is mb but it only has page interested in this file from ur home page,1
26718,that s because you re in the silly path of trying to integrate with the client httpclient should be your friend,1
26719,married me haha right who are you night i don t speak english sorry love you xx,0
26720,man i m so sleepy its literally making me not feel good,0
26721,at home and recovering still can t believe i missed out on steve aoki at at other night,0
26722,not me i live in denmark so you could come over her instead,0
26723,i ve been ok have limited luxury of bandwidth atm in office so m not online as often as i used to be what time is demo mr,0
26724,okay i m officially in love with the haydens,1
26725,kw s grandfathe just passed away it s been really difficult,0
26726,hi there no wonder i could not see the dark eyes with your sunglasses on but im very happy to see you,1
26727,ap north korea could opt for devastating land assault via scary talk to say the least mm,0
26728,home sweet home now the beach is a bit more than minutes away,0
26729,lunch with aunt amp cousin then family time then crazy homework all weekend i can not wait til friday school will be overrr,1
26730,lots of work on my portfolio finally found my camera cord,1
26731,i was asking if somebody knew how to get through a hangover,1
26732,told you am glad you are enjoying it,1
26733,i need my girlfriend,0
26734,but im not finish doing nothing in cyberspace yet,0
26735,raised a ticket with bethere about new number and new line from friday hoping they can swap them over and discounted service etc,0
26736,i m really bord,0
26737,haha yeah for sure a lot of people seem to have no interest in it though but i ve been watchin since he got the show,1
26738,if i knew i d tell you,1
26739,i m leaving thursday i talked to jess tonight we decided we want to visit you toward the end of july miss you so much,0
26740,where s mine,1
26741,ow wow it s vince camua in sop,1
26742,if only then unemployment would never be an issue,1
26743,ice cream stop on way home,1
26744,wow cool when is your album coming out,1
26745,i was late mischievous pixies kept me so but feeling good now busy busy what about you,0
26746,i just threw up lots of things,0
26747,and i have no idea what that is besides you dress up and drink a ton plus i made plans,0
26748,i ate so much ice cream,0
26749,is about to have dinner and is later going to watch ghost of girlfriends past with her brother,1
26750,awake really tired didn t sleep well class at and,0
26751,yeah women are much better in the kitchen,1
26752,saw terminator salvation last night loved it loved it this morning getting ready to go to my cousin brooklyn s th birthday party,1
26753,my life suck too,0
26754,getting both nails done hellloooo summmmer,1
26755,ah yes they sat us there when my loud cuban fam came to visit we tend to get rowdy round food and drink,1
26756,even tho i m on antibiotics the sinus infection came back with a vengence the pain is horrid amp i can t go the dr until monday,0
26757,you mean you don t want fiinnee,0
26758,goood luck wiff tht,1
26759,i got them for monday but i can t go wanted them for thursday,0
26760,what london trip i live here,1
26761,hanging out in the room hoping for visitors tonight while i m on duty,1
26762,i can t go to the mmvas tomorrow a few reasons that twitter will not let me explain hopefully by some miracle i ll be able to go,0
26763,oh everyone can with resolve and hardwork,1
26764,damn drop by prankoffate info,0
26765,i pray that i never lie about anything let alone something that petty thank you,1
26766,quot cuz it s a breakdown a breakdown quot lt,1
26767,does not want to go to wal mart,0
26768,at wendys with jess and kev,1
26769,had a scan baby has no heartbeat,0
26770,you swear so much nowadays,0
26771,i remember why i followed you it was your comment about the district convention good math,1
26772,want to watch hannah montana the movie but the movie is not yet available in the philippines hmmmm,0
26773,i clicked on the check out pictures of angelina and it went to a spam site about ordering checks go figure,0
26774,that s brilliant i know what a relief it is to have something that actually works my new tabs are a vast improvement,1
26775,feeling a bit upset,0
26776,ohh i missed amp wer on it n all iplayer morra then before dress fittin xx,0
26777,i cant reply back,0
26778,that s harsh ill take a ticket instead p jk jk,0
26779,enjoying the last weeks of holidayzz another weeks and im off to college,0
26780,well me and james kicked ass at halo so we might not lose first round on the halo tournement,1
26781,in the car i feel like throwing up i don t feel good at all,0
26782,congratulations last night you will kick ass in the finals because you are superman i love you and go magic,1
26783,passing thru picturesque chester locals get the joke,1
26784,i m getting excited on our upcoming photo shoot good night,1
26785,i cannot dm you because you are not following me,0
26786,obg used to be a nightmare for me but i scored the best in that,1
26787,ahh what times britains got talent on have i missed it catch up here i come ahh,1
26788,time difference means i just missed it but happy birthday anyway where in my are you,1
26789,days too bad no beach time but we can still make it sexy haha goddamn i can t sleep,0
26790,indeed hope to see more of it,1
26791,yea lol man i love that movie it was so cute i always cry at the end,0
26792,gonna leave home now loads to read for mba exams,0
26793,but ayatollah has promised more arrests and bloodshed if protests don t cease,0
26794,another week another day stuck in an office when the sun is shining,0
26795,crazy i guess they want to see blood before they run be safe,1
26796,never did the report last night now i have to lmao grr,0
26797,wow i slept long good morning everybody,1
26798,good morning gotta go work on my research paper,0
26799,i found mr collins i don t know if it was this mr collins you were looking for,1
26800,guess i should go to bed have to be up in hours haven t been able to sleep lately too stressed about website not being done yet,0
26801,my dads hand,0
26802,my hat is off to gt thanks for your positive attitude i m giving you a shout out this time lt,1
26803,where are you drinkin tonight,0
26804,hope everyone has a really happy and safe memorial day weekend i am dissapearing until tuesday starting now,1
26805,hope that makes sense and feel free to let me know if you have any questions,1
26806,they are the only animals i really hate,0
26807,holidays at home again hhuft,0
26808,calm down killer lol thanks,1
26809,knew the answer to final jeopardy,1
26810,another day another dolla but there is no holla,0
26811,i love me some old old bitter republicans,1
26812,can t wait to have some decent sleep and to play with my new bike gps unit,1
26813,ravished by my little niece born,1
26814,i want wendy s,0
26815,i don t see the change in my hair,0
26816,kelman s have left and i feel lonely im so lonely i have no body for my own aaaah aahahaha except i do,0
26817,squarespaceneed the new iphone bc i ll have to use my money that was for the new one towards getn repairs on my car from a hit and run,0
26818,have won vball semi by one point nothing left for final now,0
26819,stick learning for a scinece gcse,0
26820,awake about to reheel boots get essay buy shampoo parents flight ended up being cancelled so they are not in prague,0
26821,maybe so it was just weird i thought for sure after i went back to sleep i would be fine but they continued,0
26822,why are thy breaking astro boy just saw the preview,0
26823,oooh harsh i d go with eight cause he s well extremely hot jack,1
26824,hope you can see the birdie looking out among the leaves just more thoughts of life here in the country,1
26825,and all exceptionally honorable,1
26826,quot i cent cents cents quot just messin wit u,1
26827,had fun hanging out with rachel today,1
26828,when will medhurst play again,0
26829,i believe is the limit i want more too,0
26830,driving to house then baby sitting tonight,1
26831,mac amp cheese now im in tha mood for that eazy noodles are done quick though,0
26832,chillin at home slistening to music and shizz as always,1
26833,i miss my huger games buddy lol,0
26834,lolo awwww thats so cute i want a tortoise,1
26835,if you are looking for new music cough cough,1
26836,sick as a parrot gutted and robbed at least there is a long weekend and hopefully confirmation of city s premier league status,0
26837,melrose by myself with coffee headband life is good,1
26838,omg that s not fair lol,0
26839,good morning hope you are well and in good working order,1
26840,you shouldnt have left next time,0
26841,just coming up to pm almost beer o clock this saturday afternoon,1
26842,yeah that s what i ended up doing thanks was hoping there was a built in helper,1
26843,dani r u at home to the pool all week and this wednesday to tha band what band patton i miss a lot,0
26844,awww i m sorry get better soon david and good luck with the show in new york unfortunately i cannot be there,0
26845,that which only a cheesburger can cure the previous night s activities,1
26846,i m not twitting anymore on this account follow thx,1
26847,trying to advertise on hyves but i can t target because of a javascript error,0
26848,lol you lazy beast haha i ll be in the palace later prob so see you then,1
26849,so not looking forward to the next three days boo for work,0
26850,and i m going to come by and befriend you,1
26851,only c in abu dhabi this week better upgrade to a racing camel at the al ain camel market for natural airconditioning,1
26852,finished a set of adorable bibs for my sil s twins,1
26853,can t wait for wednesday and fri issa s and bea s birthdayy,1
26854,aww you are too sweet girlie thanx what are you doing today,1
26855,hope you re having fun in europe come to manchester uk better than london xox,1
26856,happy national doughnut day did everyone make it to dunkin donuts,1
26857,hey i was a fan sincee back in the day hahaha btw i love the way u dress now and the song is amazing lt,1
26858,i kinda agree with you if only i knew how to make my profile green i could join the protest photoshop ftl,0
26859,yay time to schedule another appointment with my chiropractor,0
26860,my student house was like that it s worse later on in life when it comes through your own ceiling,1
26861,i hope we can get a table we are very late,0
26862,no not yet as am watching a better and more fun and absolutely more weird show here at work,1
26863,its awesome gettting no u more u were so gr at both staff m and sisterhood we r so blessed to have you in our world,1
26864,has sausage toes after a night at deville s pad amp not finding a taxi wiling to stop we were only staggering from sore feet honestly,1
26865,im sorry about your grandma man if you need a place to stay while their figuring this out you can always come to my house,0
26866,feels sad last weeks na ng hot shot tears,0
26867,i was going to but i have to get club yarns done this weekend so i can t i ll be out at miro on monday though,0
26868,watching land of the lost will farrell is a trip,1
26869,it s funny how cats are like us and want the stuff that s not as good for them just like us,1
26870,omg your such a good singer,1
26871,stupid graduation l nd,0
26872,good morning keemy,1
26873,you ever have one of those days where u wish u could wake up and start over nothing bad happened just an off day,0
26874,i think i m gonna call it a night looong day tommorrow and my back hurts anywhooooo night,0
26875,laptop still dead,0
26876,i wish i was going to hang out with my husband or my dad rather than going to work and dealing with big issues happy fathers day,0
26877,aw now how adorable is this very innocence never looked so great,1
26878,just watched fl women give up runs on a huge error,0
26879,aye am just listening to the album and trying to document txt me when ur tbpw,0
26880,mannn i always wanted a bouncy house ima get one and just jump around like crazy,0
26881,great to meet you thanks for the use of your umbrella i hope you ate and got some sleep,1
26882,random gunshots i m gonna miss hearing those in texas,0
26883,thats not helpful at least know you ve got a place secured already if things don t pan out but my fingers are crossed you,1
26884,went swimming with suzan and our kids got caught by a thunderstorm the pool was empty within a few seconds we all got very very wet,1
26885,mm awesome do you rent lenses i m new to the dslr world but i d love to try out all these lenses,1
26886,it s iphone gs day too bad i can t afford to upgrade to the new one maybe squarespace or trackle can help,0
26887,man that is shit about the hard drive losers i have lost thousands of precious photos over the years,0
26888,my oldest daughter has such a beautiful voice and she is starting to model too this would be condusive for her as well,1
26889,too hot to wear clothes,0
26890,some of our fave tweople followfriday,1
26891,jk keep the positivity im lovin it amp amp locked in,1
26892,what a lovely night,1
26893,i am twitter specifically,0
26894,you were amazing in tonights hollyoaks made me cry at the start when justin thought hannah was dead xx,0
26895,take your time my dear i shall be waiting for you mwah,1
26896,downloading jb album tidying my room grocerys going to london seeing demi lovato and the jonas brothers,1
26897,i do miss him on the show,1
26898,noo i have a cramp in my leg it hurts so much,0
26899,just more followers until i have followers wohooooo thx so much,1
26900,just got home from takin kat my best friend home i miss her already buddy,0
26901,our new baby boy congratulations angelo,1
26902,okay i know they re tacky but i m just a little weird,1
26903,i think i can t watch one missed call right now,1
26904,twitching noises doesn t boot went to scotsys and couldn t even access via fw its just broken,0
26905,ow hives that s horrible,0
26906,driving back to lame ass sac snooze hi lo,1
26907,is getting things done man it feels good to purge,1
26908,yes got my inner clocks messed lately i always have some insomnia issues,0
26909,wtf thanks,0
26910,haiz hum ny  i h c m t wa nh em wa  i onl g p anh  i em,0
26911,if it wasn t for my annoying tests i could ve stayed for the beyonce concert in london on tuesday,0
26912,weekend plans i am hoping to do a little redecorating lots of cleaning at home amp cooking some breakfast food,1
26913,rafa withdraws looks like federer will be no again,0
26914,well aware that sounded very pringles esque but trust me i have no pringles,0
26915,hoping for a better day today trying to stay positive,1
26916,i wish i could get drunk just for one night soon enough i guess,0
26917,sorry my friend but is paying the mortgage,1
26918,days til campin hershey amp why im i so obsessed w the color green all of a sudden gol,1
26919,what date did you want and how long,1
26920,tell her i said hi that s my friend tell her mirza said hi,1
26921,oh really,1
26922,thank you i just wish that things would just chill out at work it really sucks,0
26923,got dscntd missed the part a long,0
26924,i am on friday feel so old wish i was again lol,0
26925,don t think i m saying that am i as for your example one zc doesn t mean a thing but a set of all valid zcs does,1
26926,thats the plan but not sure if the battery will last,0
26927,i look ward to function and seeing him and catching up,1
26928,ds as in dip shit sup miranda,1
26929,totally got the weird screen with a picture of a usb plug going to itunes had to restore just got tethering to work though,0
26930,i don t want john to leave,0
26931,your picture still isn t showing,0
26932,waiting for my sis to get off work then will head to walmart i never go to walmart alone if i can help it too many weirdos,0
26933,eddie heyyy haha sorry it took song long to replyyyy,1
26934,bring on the harleys for ohio bike week,1
26935,who wants to go see shellac tonite or tmrw night or the queers tonite i wish i still had friends who went to shows still,0
26936,is not feeling so hot lt daystiltheend gt,0
26937,i need to be in sweatpants and home,0
26938,jl i feel out of it like im not part of the team anymore whats up with dat i dont even get updates anymore,0
26939,wait me here i need to do a work things see u in minutes thats a studio,1
26940,slept bad feel tired hate exams hate hate hate stomach is a bit upset too wish me luck don t want to screw up my last exam,0
26941,wants to cry why do boys have to do this,0
26942,any reason that uploading new background images is arduously slow or not working myself and others are experiencing it,0
26943,yyiiipppppeee i got str a s again i m sssooo right now genius,1
26944,omg i am so sorry i forgot again i m sorry sniff sniff,0
26945,are there any parties tonight im hella bored at home and its seems like everyone is busy lammmmeee,0
26946,missing my boyfriends hugs,0
26947,ruh roh looks like you ve got a new little brother,1
26948,mum might let me use aim express to talk tomorrow but other than that i can t once dad s back the day after i m sorry love,0
26949,either way it s gotta get frogged it s waaay too big,0
26950,live on blog tv its going good,1
26951,i was wondering what that was i will look at it,1
26952,broke my laptop screen how much is it going to cost me,0
26953,long long long night congrats class of we did it going to bed now since its am,0
26954,w nice time out with george nathaniel and kylee watching bob the builer in hindi lulululul n game as well d,1
26955,listening to music and eating cookies,1
26956,early mother s day dinner with the family,1
26957,yay baby congrats to be,1
26958,tonight should be fun,1
26959,i m so sorry my dear friends but he made it eventually he he,1
26960,self contradictory,1
26961,you re wc noo i didnt read or watch it yet it s not here was it cool thx following back,1
26962,hey pplz just got home i feel sick i m in da studio all day tomm,0
26963,eatinn some candy in rd block soo effin bored kant wait till after school,1
26964,im good thanks for asking got any plan for today eh,1
26965,a envie de chanter sun is shining the weather is sweet,1
26966,babysitting tomorrow it s gonna be a longggggggg day,0
26967,u did kickboxing where i was supposed to do yoga but fell asleep instead boo,0
26968,going to thai food yum yum,1
26969,nice i owned a ion also before i got the astra in feb you are a trendsetter for sure,1
26970,has a major headache beer,0
26971,tattoo soon i think yes,1
26972,look at it this way the desert does exist and it barely rains i would prefer to have more than enough water than not enough,1
26973,was it good x,1
26974,clients you like and do an amazing job for won t care if your billing small stuff mine dont i charge them to sell to them,1
26975,fun fact i ve learned don t piss off a musician write a song about your break up they ll only come back with something worse,1
26976,ummm yeah will continue the voting,1
26977,my chocolate shake fell all over my dad s van,0
26978,homeboy in n out comes after hooters come to both,1
26979,why are you chasing me today insecurity im tired of running,0
26980,i have my identity back i feel complete now i can go on with my day ciao,1
26981,i can t do it i don t know how this works,0
26982,up amp getting ready to go to my team s end of the season banquet at carrabas italian grill coach mickey ftw,1
26983,up since am feeling sick and alone but the day goes on,0
26984,sitting at work waiting for backup to get here amp take over my shift we all knew this would happen i miss enjoying my job,0
26985,and the dog is snoring i wish i was snoring right now,0
26986,looks like a beautiful week to head to the beach i ll be at spanish banks tmr with some friends if anyone wants to join me,1
26987,is at the beach watching xmen origins and drinking orange juice with no pulp,0
26988,buses taken and markets visited the whole seasoned with a great headache will i succeed in working at my thesis it s a mystery,0
26989,no new phone today they had to order it in,0
26990,today going to horse event,1
26991,don t be so down whatever you have to do it will be done today and then you can smile,1
26992,ooh everyone go on itunes and search gerard way school of visual arts seriously it s an hour long interview with gee,1
26993,im finally going to sleep and i have to get up in and a half hours,0
26994,i am so bored being home all day stinksn especially when there is hardly any good shows on,0
26995,i think you broke something on your walk p,0
26996,i m actually skipping out on tonight you re on your own for the sign language but the slideshow is my handy work,0
26997,waking up at am never a good thing,0
26998,dude me too sad thing is i don t even block em cause i m addicted to followers lol and i m online,0
26999,my phone is all messed up and i need it desperately for tomorrow so if you try to get in contact with me i dunno what to do,0
27000,ugh don t wanna go to training so tired,0
27001,no i wish i tested felv but since i am little i can get tested again i have to stay away from bruvvers until then though,0
27002,problem with twitterbox is that it keeps crashing atm,0
27003,grrrrr i hate forgetting passwords etc my flickr has to be otherlrv,0
27004,i m really tired and wanna go to bed but dont wanna miss the rangers game my luck ill miss wilson pitching,0
27005,really nice walk tonight i feel fantastic loving life,1
27006,it s times like these special occasions where i wish everyone i love will be there i wish i could see my best friend i miss her a lot,0
27007,i have herpes,0
27008,no car for a week,0
27009,what gave me away,1
27010,is gonna have to skip knit group tomorrow due to lack of clean clothes,0
27011,love having the house to myself wee,1
27012,oh well i tried to help you out i mean since you wounded me and mugged me and all,1
27013,i am so happy we have the day off tomorrow late night movie here i come,1
27014,is the happiest person alive,1
27015,i have to study and watch the mets game i will probably pay more attention to the mets though,1
27016,bout to go out to go out with and,1
27017,getting ready to wash my car now it s so dirty i can t stand it anymore,0
27018,twitterfox still dropping tweets,0
27019,sad can anyone help me,0
27020,i know how s the job hunt,0
27021,you are welcome hope u enjoy your weekend,1
27022,the grits song quot i am quot aj styles theme is getting sort of addictive it makes me think i m quot phenomenal quot ahh i like this feeling fun,1
27023,i m not entirely sure but do i want to risk it maybe i ll make boyfriend break it muahahahaha,1
27024,you are gorgeous have a good weekend,1
27025,ugh wish i could see the stinkin video could everyone stop trying to view it at the same time that i am please,1
27026,watching report on gun violence can t believe that every rd home in the country owns one how dangerous and scary,0
27027,my primary email address has to change due to spam but i m really not looking forward to getting contacts to update,0
27028,so my voice recital wasnt half bad my first song was eh but my nd song was perty awesome happy bday to my sis she was amazing at,1
27029,showerr cleaning then dayy con fil,1
27030,work suck so much damn,0
27031,i didn t had milk for my coffee this morning,0
27032,im assuming quot lg traning quot is lifeguard training dont worry its more fun than you would expect and not at all diffucult to pass,1
27033,i have a lb maltese lb pomeranian and ish lb brittany they re all way too spoiled pics,1
27034,they are who cares about batman or any othere superhero i have mcfly as my heros,1
27035,shaked bro hand today at grad makes me happy,1
27036,mcfly parody by chris moyles xx,1
27037,and once again so crazy,1
27038,see i m from south florida where lightning was a frequent occurrence in new england a rarity,0
27039,congrats on your new car must be nice,1
27040,still sick with the tummy flu,0
27041,aweee he looks so cute i hope you guys are having funn,1
27042,my day was fail pretty sure tomorrow will be fail too poop,0
27043,i wish i was i m stuck in a room with no windows until,0
27044,yay for the lack of recession n how well our dollar is doing weeks before i go to japan,1
27045,i think both josiphina and jacqui have killed there tweetdecks or overspammed like someone,1
27046,well i really dont have a life to report on it s sad,0
27047,on way to airport now in taxi i want to stay,0
27048,you are too cute,1
27049,just woke up today is going to be adventurous i can feel it already i want starbucks,0
27050,it s ok goodnight,1
27051,oooo what do we do to win,1
27052,morning world what an amazing day the weather is great,1
27053,heading to osborne with the babesicle strapped to my back,1
27054,room is empty i m going to sort of miss it a little bit but not a lot because well you re not meant to like halls,0
27055,its a great one i love that song on the plane too,1
27056,spent a hot and humid evening at the horse races no luck,0
27057,such a good night can t fucking wait for tomarrow,1
27058,yup they are gone,1
27059,aww yes you really do have a lot in common with this moose,1
27060,these summer nights are magic,1
27061,twann who won the corsten contest to l a i had to work and missed the show,0
27062,finally home from work back tomorrow still have paper amp exams for monday that i have to find time to study for plus project,0
27063,im leah its nice to meet you you are very pretty,1
27064,spendin the night in the house no transportation to go anywhere,0
27065,hen life gives you lemons make limoncello,1
27066,damn physical work hi amp bye twitter,0
27067,unfortunatly no but i plan to get one very soon,0
27068,my avatar also looks way too metro sexual not that there s anything wrong with that checking out jokaydia though,1
27069,i am we actually totally unpacked the night we got home and i did all of the laundry the next day groceries oops,1
27070,oh no how poo,0
27071,i love sam,1
27072,i miss you nills,0
27073,finally free from college work not gonna miss the work but i m gonna miss everyone my mates and especially my other half lol,0
27074,i read your tweets too hugs,0
27075,have been neglecting my camera for the past weeks,0
27076,monday mornings are gay u know whats gay er wearing uniform to school all the time,0
27077,you should read or something,1
27078,yep yep mine too obv,1
27079,their favorite is the spicy tuna roll i just go for the terryaki and tempura,1
27080,cough now you have it swine flu s the new in thing y know,1
27081,today is ghostbusters day looking forward to popping that into the i just hope it doesn t have a title update,0
27082,that d be nice,1
27083,thefragile i sowwy i was talkin to ya there for awhile but got no replies the pebbles,0
27084,my voice is now lost from friday actually killing me,0
27085,aah another gorgeous day,1
27086,sophia has very good water at her house i want some more,0
27087,its rainin hellas in the stl,0
27088,driving to the sf giants game with john and mackenzie i m lovin the weather for show glad i m outside today,1
27089,weather is so depressing today rain has not stopped,0
27090,its alright ill just have a lazy day,1
27091,watching grease,1
27092,go stay couldn t care less seinfeld lol don t let me be a bad influence or tweetfluence,1
27093,just woke up i m tired but i couldnt sleep anymore,0
27094,i m glad you asked i just made it up because i m so sick of all the bgt fuss,1
27095,restless without you,0
27096,i love the cracker barrell pecan pancakes and grits,1
27097,greeting you all a happy mother s day,1
27098,i finish at more hours want to go home must revise and sleep ha how are ya mr b x,0
27099,i want bill bailey to do the doctor who thing again,0
27100,oh that sounds lovely,1
27101,really snowstorm in april not fair,0
27102,damn that means i gotta dish out more money for another state are they doing any east coast gigs i cant find any info,0
27103,uhmm about to call it a night mad tired and got school in tha morning only more days left anywaysz nite my tweeps,1
27104,i am having a very sod day my heart aches over a boy why do they make believe a fairy tail then take it all back reality has hit,0
27105,cool i m a transplant originally from washington but have lived in ca va pa az too lol military brat amp vet,1
27106,eating ice cream mmmmmmmm yummy,1
27107,i hate u,0
27108,that was what i was saying,1
27109,wishing i was going to the usa with some of the to see not only but too can you kidnap him girls ta x,0
27110,also spent all day re tagging a small portion of my music collection,1
27111,the dream team is just awesome lt,1
27112,i m not in the twittering or follow friday mood,0
27113,i signed off in t end thanks,1
27114,or coffee or wine and everyone loves pringles do email some my way p,1
27115,gnight tweeterians,1
27116,being irish weekend of beautiful sun ouch but worth it just to be out there in the best gig filled weekend ive had in a while,1
27117,so hate the st day back to work after a couple off meetings meetings meetings,0
27118,yeah i m leaving tonight unfortunately i could totally live here amsterdam,0
27119,hi alicia hope u had a gr wknd was surprised that u wasn t at tigerjam or will we see that on the news,1
27120,up and at m getting ready for work,1
27121,bought a latte pm tonight she still can t get to sleep and it s all my fault,0
27122,hate being up first in the house i want to do things not sit and be quiet,0
27123,have you noticed true blood is a trending topic lol made me think of you,1
27124,happy you gotta tweeterrrrr lol text me today k if you dont respond to this tweet i text you trouble,1
27125,my mom now knows how how to text what is this world coming to,0
27126,tryin to learn twitter,1
27127,i am sure you are not far from that posted pic should be done by friday then what,1
27128,iscream for ice cream back home here,0
27129,lowest point of the day officially smoking a pack a day whilst its been yrs note to self schedule a thorax photo ray soon,0
27130,chris shase got me hooked up with ping,1
27131,claudia wells original jennifer in back to the future on stage right now,1
27132,so comcast isnt working kill me already,0
27133,i leave in less than hours and i am still not ready and i am not feeling so good,0
27134,comedy central s hd is nonexistent,0
27135,mustard is good,1
27136,charlie tho,1
27137,as my mother in law said i must really love my wife lol it s ok they are a good family hope the night gets better,1
27138,i feel almost empty inside today not a good feeling,0
27139,summer where s the sun,0
27140,work related coding a vision doc an intern s paper where did the day go it s am and haven t got around to editing ch of the book,0
27141,feeling sick sweaty dry mouth tired,0
27142,diekksnfa sejkmcke,0
27143,i can honestly say you will it s so awful how much have you wathced,0
27144,haha i d be the same way,1
27145,omg that sucks dude im sorry well i fell n th hallway at school once class just let out i was surrounded by every,0
27146,got sqlite working in my c app,1
27147,enjoyed fodm yesterday thanks to all the great speakers i had to rush off though so no drinks for me i was going to see carousel,0
27148,well now you know why i want to transfer wmnl from postbank to abn amro,1
27149,packing bags,0
27150,work super busy wanna be off,0
27151,yeyyyyy cant wait to hear it when are you in the uk,1
27152,reading in my little quot garden quot outside in the shade lol gizmo loves it,1
27153,ahh lucy you ve got to love that drink,1
27154,sleepy n hungry this sucks,0
27155,its a sunday i haven t went out on a sunday in awhile and got drunk,1
27156,only or books but probably versions of each,0
27157,wow the vicodin must have worked i over slept better get updating bjaday com or i will not have a job,1
27158,all together now quot awww quot haha they re cuddeling amp its adorable,1
27159,taking care of a very sick kitty today,0
27160,fuuuuuuuuck dropped my phone in the toilet,0
27161,i proper want to go ndubz in july,1
27162,yes i am ruthless and dysfunctional bwahahahaha,1
27163,damn i ve got no friends twitter fb myspace yahoo aim live texts email accounts and a cellphone yet no to talk to me,0
27164,its payday go to bed,1
27165,oh were on the box ahaa this is gonna be another metro station go audio all over againnnnnn,0
27166,ok one more post radiosuzy show orgy tweet amp then it s time to slide into bed to do the husband twittersex sex,1
27167,happy fathers day my dad is in england for a week no celebrations today ohhhh wellll im already over it,0
27168,good morning and the sun is out ready for the bank holiday,1
27169,i wish there was still dunkin donouts,0
27170,lil kruger s still growing strong,1
27171,lost my bags headed to levyhoneymoon which we received days later then they left the bags at jfk last night,0
27172,hey its claudia like who i sit with right haha,1
27173,poor abigail s camp experience ended with us picking her up this morning b c she was sick,0
27174,too tired to take a hr exam,0
27175,just finished watching gg episode chuck is just too cute,1
27176,hrs work today glazed bckgrnd veil skin toned faces hands amp feet on front ppl no pics glaze still wet hrs on it so far,1
27177,lol i liked that,1
27178,off to california in the morning with shelby im gonna miss sofi though,0
27179,ah i hate being nervous amanda lt,0
27180,dreading maths revision,0
27181,cool ne virtuelle apple fanboy party lt wird lustig,1
27182,next season will be better,0
27183,hey it is lewis from tibb i am following you xd having a nice day then,1
27184,wonderful interview,1
27185,wut a cavity how can that be,0
27186,and that s the best way to be you,1
27187,did i tell you that i m super excited about n e r d and sara bareilles on friday yay sungod,1
27188,is stressed now stress stress stress strreeesss it s all gone tits up i need my people,0
27189,mornin yeah i m surprise i m up this early lol oooh so you re gonna get some full service,1
27190,i have to clean,0
27191,too lazy amp too bored to work,0
27192,i keep falling asleep though,0
27193,i keep messing with you don t i i know you want to hit me because of it as well but as of tomorrow it should be all good,1
27194,strange not going to a train station today,0
27195,congratulations winner of today s twitterhood quiz am i right in thinking you ve won before,1
27196,so going to bed got history exam tomorrow can t believe that s my bday over for another year lol,0
27197,gave ur sister a ride to drop her son off then to work,1
27198,lol me too oh and did you know the new toy story movie is coming out next year i m exciteddd,1
27199,i m writing more fanfic,1
27200,i m mad i can t get none tho,0
27201,oh dear you should change your password btw good morning,0
27202,sitting out yet another saturday run tracking some friends running grandmas marathon instead go leslie and catherine,0
27203,found out at an executive meeting yesterday that layoffs will be announced on monday the suspense is killing me already,0
27204,i would ve went with you if i didn t have to work stupid work i wanna hang out soon though deary,0
27205,my baby just came overrrrr i want her to come back,1
27206,i m on the air now,1
27207,wisdom tooth surgery knocked me out on monday am still recovering from the quot hamster look quot,0
27208,awwwh if i ever see laura marling and they play her song failure like on my blog i ll think of u d,1
27209,they didn t have a big ol hole in the ozone layer as well just sayin,1
27210,is tired of working so much and that he had to leave,0
27211,added quot grabit quot drill bits to my tools but it appears this park allen tool head is too hard for the grabit to drill into,0
27212,jfskfjkj im gonna miss everyone so fking much i never want to leave stl,0
27213,hoot owl shirt coffee shirt,1
27214,don t mind offices it s just that they expect you to work in them,0
27215,don t worry i ll come visit you in prison,1
27216,damn have to go to the doctor this morning,0
27217,my record shop really does suck all they sell is mainstream,0
27218,at my best friends graduation,1
27219,at work was gonna go to the peoples fair to see my auntie but its hella raining,0
27220,thoughts inside my head gosh i m trying so hard not to be an asshole,0
27221,just got back from r tutorial center texting with geo dang i m soooo hungry haha,1
27222,got my new toy,1
27223,aw amp i really miss alice amp charlotte tonight dunno why though hey are both spoons,0
27224,this water is hurting my stomach and my mouth and neck,0
27225,my bestfriends mom is running for mayor thats pretty cool woo go miss connie,1
27226,i don t want to work tomorrow just want to cuddle with him,1
27227,mmmmmmmmmmmmmm heat pack on my back,1
27228,dunno babes maybes becoz i wrote true story weh confusing i want crust cough that shit up boyyy,1
27229,night all hope you slept well too i m feeling a lot better today thanks,1
27230,i have the attention span of gnat anti woot,0
27231,hey mike just want to double check is the charice guesting on the today show still on thanks,1
27232,tireddd as fuck full of crappy junk food,0
27233,awww man i would loved to go but i m sure someone hit u up already,0
27234,awww shud of went to da spa myself jus tryin to relax work find sum to take to da movies manana so far no luck,0
27235,heyy nat twitter twitter twitter you ll get used to it hahaha love youuuuuuuuuuu,1
27236,bom dia who wants to fight me,1
27237,past week i have been getting less than subscribers a day on youtube veryy low compared to the usual,0
27238,wow kainggit,0
27239,dude i have to go to my mom s which is all old people,0
27240,why does figge look so sad tell him i said hi lol i havent spoken to him in a long time,0
